Protein	G_niphandrodes_count
XP_011129564.1 putative transmembrane protein, ...	1
XP_011129563.1 putative transmembrane protein	1
XP_011129562.1 hypothetical protein GNI_044390	1
XP_011129561.1 hypothetical protein GNI_044380,...	1
XP_011129560.1 hypothetical protein GNI_044280	1
XP_011129559.1 hypothetical protein GNI_044180	1
XP_011129557.1 TFIIB zinc-binding protein, partial	1
XP_011129547.1 hypothetical protein GNI_043610	1
XP_011129556.1 hypothetical protein GNI_043970,...	1
XP_011129555.1 hypothetical protein GNI_043870,...	1
XP_011129554.1 hypothetical protein GNI_043860	1
XP_011129553.1 hypothetical protein GNI_043850	1
XP_011129552.1 hypothetical protein GNI_043840,...	1
XP_011129551.1 KRR1 small subunit processome co...	1
XP_011129550.1 hypothetical protein GNI_043730	1
XP_011129549.1 KRR1 small subunit processome co...	1
XP_011129548.1 putative KRR1 small subunit proc...	1
XP_011129423.1 putative elongation factor	1
XP_011129421.1 putative carnitine deficiency-as...	1
XP_011128432.1 hypothetical protein GNI_000020	1
XP_011129297.1 hypothetical protein GNI_036150	1
XP_011129295.1 hypothetical protein GNI_036130	1
XP_011129294.1 hypothetical protein GNI_036110	1
XP_011129293.1 hypothetical protein GNI_036100	1
XP_011129292.1 chitinase	1
XP_011129291.1 integrin beta	1
XP_011129290.1 hypothetical protein GNI_035890	1
XP_011129289.1 hypothetical protein GNI_035880	1
XP_011129288.1 hypothetical protein GNI_035870	1
XP_011129287.1 hypothetical protein GNI_035860	1
XP_011129286.1 hypothetical protein GNI_035760	1
XP_011129285.1 hypothetical protein GNI_035750	1
XP_011129284.1 putative transmembrane protein	1
XP_011129283.1 dynamitin	1
XP_011129282.1 hypothetical protein GNI_035540	1
XP_011129281.1 hypothetical protein GNI_035530	1
XP_011129280.1 hypothetical protein GNI_035520	1
XP_011129279.1 hypothetical protein GNI_035510	1
XP_011129278.1 NAD kinase	1
XP_011129277.1 hypothetical protein GNI_035490	1
XP_011129276.1 TLC domain protein	1
XP_011129275.1 serine/threonine-protein phospha...	1
XP_011129296.1 hypothetical protein GNI_036140	1
XP_011129298.1 hypothetical protein GNI_036160	1
XP_011129322.1 cyclin-dependent serine/threonin...	1
XP_011129299.1 hypothetical protein GNI_036170	1
XP_011129320.1 hypothetical protein GNI_037100	1
XP_011129319.1 hypothetical protein GNI_037000	1
XP_011129318.1 hypothetical protein GNI_036900,...	1
XP_011129317.1 hypothetical protein GNI_036800	1
XP_011129316.1 hypothetical protein GNI_036700	1
XP_011129315.1 hypothetical protein GNI_036690	1
XP_011129314.1 trehalose-6-phosphate synthase	1
XP_011129313.1 putative chaperonin containing T...	1
XP_011129312.1 integrase core domain protein, p...	1
XP_011129311.1 hypothetical protein GNI_036380	1
XP_011129310.1 putative surface membrane protein	1
XP_011129309.1 hypothetical protein GNI_036360	1
XP_011129308.1 hypothetical protein GNI_036350	1
XP_011129307.1 hypothetical protein GNI_036340	1
XP_011129306.1 putative U4/U6 small nuclear rib...	1
XP_011129305.1 putative transcription factor II...	1
XP_011129304.1 major facilitator family transpo...	1
XP_011129303.1 hypothetical protein GNI_036300	1
XP_011129302.1 hypothetical protein GNI_036200	1
XP_011129301.1 hypothetical protein GNI_036190	1
XP_011129300.1 phosphatidylinositol 3- and 4-ki...	1
XP_011129274.1 serine/threonine-protein phospha...	1
XP_011129273.1 hypothetical protein GNI_035360	1
XP_011129272.1 inosine-5-monophosphate dehydrog...	1
XP_011129271.1 hypothetical protein GNI_035340	1
XP_011129246.1 hypothetical protein GNI_034640,...	1
XP_011129245.1 hypothetical protein GNI_034540	1
XP_011129244.1 hypothetical protein GNI_034440	1
XP_011129243.1 hypothetical protein GNI_034430	1
XP_011129242.1 helicase	1
XP_011129241.1 hypothetical protein GNI_034320	1
XP_011129240.1 galactose transporter	1
XP_011129239.1 hypothetical protein GNI_034210,...	1
XP_011129238.1 Sec1 family protein	1
XP_011129237.1 hypothetical protein GNI_034190	1
XP_011129236.1 hypothetical protein GNI_034090	1
XP_011129235.1 6-phosphogluconolactonase	1
XP_011129234.1 hypothetical protein GNI_034070	1
XP_011129233.1 hypothetical protein GNI_033970	1
XP_011129232.1 formin-like 2 domain protein	1
XP_011129231.1 putative glycerol-3-phosphate ac...	1
XP_011129230.1 hypothetical protein GNI_033940	1
XP_011129229.1 proteasome subunit beta type	1
XP_011129228.1 calcineurin B subunit	1
XP_011129227.1 hypothetical protein GNI_033910	1
XP_011129226.1 hypothetical protein GNI_033900	1
XP_011129247.1 hypothetical protein GNI_034740	1
XP_011129248.1 hypothetical protein GNI_034750	1
XP_011129249.1 hypothetical protein GNI_034760	1
XP_011129261.1 hypothetical protein GNI_034970	1
XP_011129270.1 poly polymerase	1
XP_011129269.1 hypothetical protein GNI_035230	1
XP_011129268.1 inner membrane complex protein	1
XP_011129267.1 inner membrane complex protein	1
XP_011129266.1 tetratricopeptide repeat protein	1
XP_011129265.1 glutathione synthase	1
XP_011129264.1 hypothetical protein GNI_035090	1
XP_011129263.1 hypothetical protein GNI_034990	1
XP_011129262.1 hypothetical protein GNI_034980	1
XP_011129260.1 putative ring domain protein	1
XP_011129250.1 hypothetical protein GNI_034770	1
XP_011129259.1 hypothetical protein GNI_034950	1
XP_011129258.1 putative transmembrane protein	1
XP_011129257.1 protein tyrosine kinase	1
XP_011129256.1 pentapeptide repeat protein	1
XP_011129255.1 hypothetical protein GNI_034910	1
XP_011129254.1 hypothetical protein GNI_034900	1
XP_011129253.1 putative transmembrane protein	1
XP_011129252.1 hypothetical protein GNI_034790	1
XP_011129251.1 hypothetical protein GNI_034780	1
XP_011129321.1 hypothetical protein GNI_037200	1
XP_011129323.1 ER lumen protein retaining receptor	1
XP_011129420.1 hypothetical protein GNI_040000	1
XP_011129396.1 putative transmembrane protein	1
XP_011129394.1 protein kinase	1
XP_011129393.1 putative Pol polyprotein	1
XP_011129392.1 hypothetical protein GNI_039540	1
XP_011129391.1 glutamine cyclotransferase	1
XP_011129390.1 putative unchacterized apicomple...	1
XP_011129389.1 putative transmembrane protein	1
XP_011129388.1 hypothetical protein GNI_039410	1
XP_011129387.1 diacylglycerol acyltransferase	1
XP_011129386.1 hypothetical protein GNI_039390	1
XP_011129385.1 YEATS family protein, partial	1
XP_011129384.1 hypothetical protein GNI_039280	1
XP_011129383.1 hypothetical protein GNI_039270	1
XP_011129382.1 putative deoxyhypusine hydroxylase	1
XP_011129381.1 putative transmembrane protein	1
XP_011129380.1 hypothetical protein GNI_039150	1
XP_011129379.1 putative phosphoglucan, water di...	1
XP_011129378.1 putative UV excision repair protein	1
XP_011129377.1 hypothetical protein GNI_039030	1
XP_011129376.1 putative phosphatidylinositol 4-...	1
XP_011129375.1 carbohydrate-binding module fami...	1
XP_011129374.1 adenosylhomocysteinase	1
XP_011129395.1 peptidase family C54 protein	1
XP_011129397.1 hypothetical protein GNI_039590	1
XP_011129324.1 putative transmembrane protein	1
XP_011129398.1 putative nuclear pore associated...	1
XP_011129419.1 putative transmembrane protein	1
XP_011129418.1 putative transmembrane protein	1
XP_011129417.1 putative transmembrane protein	1
XP_011129416.1 hypothetical protein GNI_039960	1
XP_011129415.1 hypothetical protein GNI_039950	1
XP_011129414.1 putative transmembrane protein	1
XP_011129413.1 hypothetical protein GNI_039930	1
XP_011129412.1 hypothetical protein GNI_039920	1
XP_011129411.1 hypothetical protein GNI_039910	1
XP_011129410.1 putative DNA polymerase	1
XP_011129409.1 putative SNF2 family protein	1
XP_011129408.1 glycosyltransferase family 28 pr...	1
XP_011129407.1 hypothetical protein GNI_039780	1
XP_011129406.1 hint module protein	1
XP_011129405.1 hypothetical protein GNI_039760	1
XP_011129404.1 hypothetical protein GNI_039750	1
XP_011129403.1 cystinosin	1
XP_011129402.1 cpn60 chaperonin family protein	1
XP_011129401.1 putative transmembrane protein	1
XP_011129400.1 hypothetical protein GNI_039710	1
XP_011129399.1 hypothetical protein GNI_039610	1
XP_011129373.1 hypothetical protein GNI_038900	1
XP_011129372.1 chloride channel, protein ClC	1
XP_011129371.1 protein phosphatase 2C	1
XP_011129370.1 hypothetical protein GNI_038870	1
XP_011129345.1 DDHD domain protein	1
XP_011129344.1 DDHD domain protein	1
XP_011129343.1 hypothetical protein GNI_038060	1
XP_011129342.1 AAA-ATPase	1
XP_011129341.1 hypothetical protein GNI_037860	1
XP_011129340.1 AAA-ATPase	1
XP_011129339.1 AAA-ATPase, partial	1
XP_011129338.1 putative AAA-ATPase	1
XP_011129337.1 AAA-ATPase	1
XP_011129336.1 putative AAA-ATPase	1
XP_011129335.1 hypothetical protein GNI_037530	1
XP_011129334.1 hypothetical protein GNI_037520	1
XP_011129333.1 hypothetical protein GNI_037510	1
XP_011129332.1 hypothetical protein GNI_037500	1
XP_011129331.1 hypothetical protein GNI_037400	1
XP_011129330.1 hypothetical protein GNI_037390	1
XP_011129329.1 putative transmembrane protein	1
XP_011129328.1 peptidase C13 family protein	1
XP_011129327.1 fumarate hydratase class II	1
XP_011129326.1 hypothetical protein GNI_037350	1
XP_011129325.1 hypothetical protein GNI_037340	1
XP_011129346.1 dihydrouridine synthase	1
XP_011129347.1 glyceraldehyde-3-phosphate dehyd...	1
XP_011129348.1 putative transmembrane protein	1
XP_011129360.1 U6 snRNA-associated Sm-like prot...	1
XP_011129369.1 putative patatin-like phospholip...	1
XP_011129368.1 putative transmembrane protein	1
XP_011129367.1 hypothetical protein GNI_038840	1
XP_011129366.1 hypothetical protein GNI_038740	1
XP_011129365.1 hypothetical protein GNI_038640	1
XP_011129364.1 hypothetical protein GNI_038630,...	1
XP_011129363.1 hypothetical protein GNI_038530	1
XP_011129362.1 putative transmembrane protein	1
XP_011129361.1 hypothetical protein GNI_038510	1
XP_011129359.1 hypothetical protein GNI_038490	1
XP_011129349.1 putative transmembrane protein	1
XP_011129358.1 FHA domain protein	1
XP_011129357.1 chromo domain protein	1
XP_011129356.1 glycosyltransferase family 92 pr...	1
XP_011129355.1 putative MORN repeat protein	1
XP_011129354.1 hypothetical protein GNI_038350	1
XP_011129353.1 putative transmembrane protein	1
XP_011129352.1 hypothetical protein GNI_038240	1
XP_011129351.1 glutamate dehydrogenase NAD(P) p...	1
XP_011129350.1 hypothetical protein GNI_038220	1
XP_011129619.1 hypothetical protein GNI_046850,...	1
XP_011129620.1 hypothetical protein GNI_046950	1
XP_011129621.1 phosphatidylinositol-specific ph...	1
XP_011129892.1 dynamin family protein	1
XP_011129890.1 hypothetical protein GNI_054600	1
XP_011129889.1 hypothetical protein GNI_054590	1
XP_011129888.1 hypothetical protein GNI_054580	1
XP_011129887.1 hypothetical protein GNI_054570	1
XP_011129886.1 hypothetical protein GNI_054560	1
XP_011129885.1 dynamin family protein	1
XP_011129884.1 hypothetical protein GNI_054540	1
XP_011129883.1 putative translation initiation ...	1
XP_011129882.1 hypothetical protein GNI_054520	1
XP_011129881.1 putative transmembrane protein	1
XP_011129880.1 inositol monophosphatase	1
XP_011129879.1 helicase	1
XP_011129878.1 DNA-directed RNA polymerase subu...	1
XP_011129877.1 hypothetical protein GNI_054470	1
XP_011129876.1 hypothetical protein GNI_054460	1
XP_011129875.1 adenylate/guanylate cyclase	1
XP_011129874.1 protein kinase domain protein, p...	1
XP_011129873.1 protein kinase domain protein	1
XP_011129872.1 adaptor-related complex 1 mu 1 s...	1
XP_011129871.1 putative casein kinase	1
XP_011129870.1 hypothetical protein GNI_054310	1
XP_011129891.1 hypothetical protein GNI_054610	1
XP_011129893.1 hypothetical protein GNI_054630	1
XP_011129917.1 protein phosphatase inhibitor 2	1
XP_011129894.1 hypothetical protein GNI_054640	1
XP_011129915.1 putative transmembrane protein	1
XP_011129914.1 putative pentatricopeptide repea...	1
XP_011129913.1 hypothetical protein GNI_055190	1
XP_011129912.1 U3 small nucleolar ribonucleopro...	1
XP_011129911.1 putative sodium/hydrogen exchanger	1
XP_011129910.1 aspartokinase	1
XP_011129909.1 putative transmembrane protein	1
XP_011129908.1 hypothetical protein GNI_054960	1
XP_011129907.1 CAF1 family ribonuclease	1
XP_011129906.1 integrin beta chain	1
XP_011129905.1 histidine phosphatase superfamil...	1
XP_011129904.1 hypothetical protein GNI_054920	1
XP_011129903.1 hypothetical protein GNI_054820	1
XP_011129902.1 LEM3/CDC50 family protein	1
XP_011129901.1 hypothetical protein GNI_054800	1
XP_011129900.1 putative DNA mismatch repair pro...	1
XP_011129899.1 indolepyruvate decarboxylase	1
XP_011129898.1 membrane bound O-acyl transferase	1
XP_011129897.1 1-acyl-sn-glycerol-3-phosphate a...	1
XP_011129896.1 hypothetical protein GNI_054750	1
XP_011129895.1 hypothetical protein GNI_054740	1
XP_011129869.1 hypothetical protein GNI_054300	1
XP_011129868.1 hypothetical protein GNI_054200	1
XP_011129867.1 putative nucleolar protein Nop56	1
XP_011129866.1 putative U2 small nuclear ribonu...	1
XP_011129841.1 hypothetical protein GNI_053300	1
XP_011129840.1 glutamyl-tRNA synthetase	1
XP_011129839.1 putative transmembrane protein	1
XP_011129838.1 hypothetical protein GNI_053270	1
XP_011129837.1 hypothetical protein GNI_053260	1
XP_011129836.1 putative ARM repeat protein	1
XP_011129835.1 putative thioredoxin	1
XP_011129834.1 hypothetical protein GNI_053230	1
XP_011129833.1 putative Pol polyprotein, partial	1
XP_011129832.1 RNA-directed DNA polymerase, par...	1
XP_011129831.1 hypothetical protein GNI_052930,...	1
XP_011129830.1 putative Gag-pol polyprotein, pa...	1
XP_011129829.1 hypothetical protein GNI_052820	1
XP_011129828.1 hypothetical protein GNI_052720	1
XP_011129827.1 putative serine/threonine-protei...	1
XP_011129826.1 hypothetical protein GNI_052700	1
XP_011129825.1 hypothetical protein GNI_052690	1
XP_011129824.1 hypothetical protein GNI_052590	1
XP_011129823.1 U6 snRNA-associated Sm-like prot...	1
XP_011129822.1 hypothetical protein GNI_052570	1
XP_011129821.1 coatomer subunit delta	1
XP_011129842.1 hypothetical protein GNI_053310	1
XP_011129843.1 hypothetical protein GNI_053410,...	1
XP_011129844.1 hypothetical protein GNI_053510,...	1
XP_011129856.1 hypothetical protein GNI_053900	1
XP_011129865.1 mannose-6-phosphate isomerase	1
XP_011129864.1 hypothetical protein GNI_054160	1
XP_011129863.1 putative cell division protein 48	1
XP_011129862.1 putative protein phosphatase 2C	1
XP_011129861.1 Noc2p family protein	1
XP_011129860.1 hypothetical protein GNI_054030	1
XP_011129859.1 hypothetical protein GNI_053930	1
XP_011129858.1 hypothetical protein GNI_053920	1
XP_011129857.1 kelch repeat protein	1
XP_011129855.1 papain family cysteine protease	1
XP_011129845.1 hypothetical protein GNI_053520	1
XP_011129854.1 macrophage migration inhibitory ...	1
XP_011129853.1 hypothetical protein GNI_053870	1
XP_011129852.1 hypothetical protein GNI_053860	1
XP_011129851.1 hypothetical protein GNI_053760	1
XP_011129850.1 putative adenylate kinase	1
XP_011129849.1 hypothetical protein GNI_053740	1
XP_011129848.1 putative oocyst wall protein	1
XP_011129847.1 hypothetical protein GNI_053720	1
XP_011129846.1 hypothetical protein GNI_053620	1
XP_011129916.1 hypothetical protein GNI_055220	1
XP_011129918.1 hypothetical protein GNI_055240	1
XP_011129622.1 C2 domain protein, partial	1
XP_011129991.1 protein tyrosine phosphatase	1
XP_011129989.1 hypothetical protein GNI_057310	1
XP_011129988.1 hypothetical protein GNI_057210,...	1
XP_011129987.1 hypothetical protein GNI_057110,...	1
XP_011129986.1 AKAP7 2'5' RNA ligase-like domai...	1
XP_011129985.1 putative NADH dehydrogenase	1
XP_011129984.1 hypothetical protein GNI_056810	1
XP_011129983.1 centrin, caltractin	1
XP_011129982.1 centrin, caltractin	1
XP_011129981.1 eukaryotic translation initiatio...	1
XP_011129980.1 L-lactate dehydrogenase	1
XP_011129979.1 cactin	1
XP_011129978.1 CutC family protein	1
XP_011129977.1 cofilin	1
XP_011129976.1 thiamine-phosphate synthase	1
XP_011129975.1 hypothetical protein GNI_056450	1
XP_011129974.1 putative plasmid stabilization s...	1
XP_011129973.1 hypothetical protein GNI_056430	1
XP_011129972.1 reticulon protein	1
XP_011129971.1 hypothetical protein GNI_056410	1
XP_011129970.1 putative polyprotein, partial	1
XP_011129969.1 putative transmembrane protein	1
XP_011129990.1 protein tyrosine phosphatase	1
XP_011129992.1 protein phosphatase 2C	1
XP_011129919.1 Gar1/naf1 RNA-binding region pro...	1
XP_011129993.1 ribose-phosphate pyrophosphokinase	1
XP_011130014.1 thymidylate kinase	1
XP_011130013.1 hypothetical protein GNI_058000	1
XP_011130012.1 putative U6 snRNA-associated Sm-...	1
XP_011130011.1 hypothetical protein GNI_057980	1
XP_011130010.1 putative SNF2 helicase	1
XP_011130009.1 hypothetical protein GNI_057870	1
XP_011130008.1 hypothetical protein GNI_057770	1
XP_011130007.1 hypothetical protein GNI_057760	1
XP_011130006.1 hypothetical protein GNI_057750	1
XP_011130005.1 putative transmembrane protein, ...	1
XP_011130004.1 putative transmembrane protein	1
XP_011130003.1 transaldolase	1
XP_011130002.1 zinc finger protein, partial	1
XP_011130001.1 hypothetical protein GNI_057520	1
XP_011130000.1 regulated-SNARE-like domain protein	1
XP_011129999.1 MORN repeat protein	1
XP_011129998.1 hypothetical protein GNI_057490	1
XP_011129997.1 glycylpeptide N-tetradecanoyltra...	1
XP_011129996.1 hypothetical protein GNI_057470	1
XP_011129995.1 histone H2A	1
XP_011129994.1 hypothetical protein GNI_057450	1
XP_011129968.1 hypothetical protein GNI_056290	1
XP_011129967.1 hypothetical protein GNI_056280	1
XP_011129966.1 putative transmembrane protein	1
XP_011129965.1 hypothetical protein GNI_056260	1
